OG	Dmel_ISO1_proteome	Dsan_STOCAGO1482_proteome	Dsim_w501_proteome	Dtei_GT53w_proteome	Dyak_NY73PB_proteome	Dyak_Tai18E2_proteome
OG0001659	FBtr0077673	jg4647.t1	FBtr0211911	jg3409.t1	jg14704.t1	jg4660.t1
OG0001660	FBtr0273230	jg4646.t2	FBtr0357012	jg3408.t1	jg14705.t1	jg4659.t1
OG0001661	FBtr0077671	jg4645.t1	FBtr0352782	jg3405.t1	jg14708.t1	jg4656.t1
OG0001662	FBtr0077647	jg4644.t1	FBtr0353429	jg3404.t2	jg14709.t1	jg4655.t1
OG0001663	FBtr0077670	jg4643.t1	FBtr0211909	jg3403.t1	jg14710.t1	jg4654.t1
OG0001664	FBtr0077648	jg4642.t1	FBtr0211916	jg3402.t1	jg14711.t1	jg4653.t1
OG0001665	FBtr0077669	jg4641.t1	FBtr0348349	jg3401.t1	jg14712.t1	jg4652.t1
OG0001666	FBtr0077651	jg4639.t1	FBtr0223111	jg3400.t1	jg14714.t1	jg4650.t1
OG0001667	FBtr0300814	jg4638.t1	FBtr0351730	jg3399.t1	jg14715.t1	jg4649.t1
OG0001668	FBtr0077667	jg4637.t1	FBtr0348674	jg3398.t1	jg14716.t1	jg4648.t1
OG0001669	FBtr0077653	jg4636.t1	FBtr0354651	jg3397.t1	jg14717.t1	jg4647.t1
OG0001670	FBtr0077666	jg4635.t1	FBtr0222692	jg3396.t1	jg14718.t1	jg4646.t1
OG0001671	FBtr0077655	jg4634.t1	FBtr0223113	jg3395.t1	jg14719.t1	jg4645.t1
OG0001672	FBtr0077656	jg4633.t1	FBtr0223114	jg3394.t1	jg14720.t1	jg4644.t1
OG0001673	FBtr0077662	jg4627.t1	FBtr0350093	jg3383.t1	jg14728.t1	jg4636.t1
OG0001674	FBtr0077617	jg4626.t1	FBtr0222685	jg3382.t1	jg14729.t1	jg4635.t1
OG0001675	FBtr0332372	jg4622.t1	FBtr0353266	jg3379.t1	jg14732.t1	jg4632.t1
OG0001676	FBtr0077574	jg4621.t1	FBtr0223122	jg3378.t1	jg14733.t1	jg4631.t1
OG0001677	FBtr0077576	jg4620.t1	FBtr0223123	jg3377.t1	jg14734.t1	jg4630.t1
OG0001678	FBtr0077578	jg4618.t1	FBtr0223124	jg3374.t1	jg14736.t1	jg4629.t1
OG0001679	FBtr0112637	jg4616.t1	FBtr0363352	jg3373.t1	jg14737.t1	jg4628.t1
OG0001680	FBtr0301033	jg4613.t1	FBtr0223126	jg3372.t1	jg14738.t1	jg4627.t1
OG0001681	FBtr0077609	jg4612.t1	FBtr0359344	jg3371.t1	jg14739.t1	jg4626.t1
OG0001682	FBtr0077605	jg4611.t1	FBtr0222677	jg3370.t1	jg14740.t1	jg4625.t1
OG0001683	FBtr0077604	jg4610.t1	FBtr0222676	jg3369.t1	jg14741.t1	jg4624.t1
OG0001684	FBtr0077580	jg4609.t1	FBtr0223127	jg3367.t1	jg14742.t1	jg4623.t1
OG0001685	FBtr0114460	jg4608.t1	FBtr0223128	jg3366.t1	jg14743.t1	jg4622.t1
OG0001686	FBtr0077603	jg4607.t1	FBtr0222675	jg3365.t1	jg14744.t1	jg4621.t1
OG0001687	FBtr0077583	jg4606.t1	FBtr0354416	jg3364.t1	jg14745.t1	jg4620.t1
OG0001688	FBtr0077584	jg4604.t1	FBtr0223130	jg3363.t1	jg14746.t1	jg4619.t1
OG0001689	FBtr0089979	jg4600.t1	FBtr0348146	jg3358.t1	jg14751.t1	jg4615.t1
OG0001690	FBtr0077588	jg4599.t1	FBtr0223134	jg3357.t1	jg14752.t1	jg4614.t1
OG0001691	FBtr0306333	jg4598.t2	FBtr0364884	jg3356.t2	jg14753.t1	jg4613.t1
OG0001692	FBtr0332408	jg4597.t1	FBtr0222671	jg3355.t1	jg14754.t1	jg4612.t1
OG0001693	FBtr0077594	jg4596.t1	FBtr0222670	jg3354.t1	jg14755.t1	jg4611.t1
OG0001694	FBtr0077589	jg4595.t1	FBtr0223135	jg3353.t1	jg14756.t1	jg4610.t1
OG0001695	FBtr0300295	jg4594.t1	FBtr0358752	jg3352.t1	jg14757.t1	jg4609.t1
OG0001696	FBtr0112366	jg4593.t1	FBtr0223136	jg3351.t1	jg14758.t1	jg4608.t1
OG0001697	FBtr0077592	jg4592.t1	FBtr0355339	jg3350.t1	jg14759.t1	jg4607.t1
OG0001698	FBtr0077590	jg4591.t1	FBtr0223137	jg3349.t1	jg14760.t1	jg4606.t1
OG0001699	FBtr0077516	jg4589.t1	FBtr0361450	jg3347.t1	jg14762.t1	jg4605.t1
OG0001700	FBtr0077517	jg4587.t1	FBtr0349275	jg3346.t1	jg14763.t1	jg4604.t1
OG0001701	FBtr0113019	jg4586.t1	FBtr0223142	jg3345.t1	jg14764.t1	jg4603.t1
OG0001702	FBtr0077573	jg4585.t1	FBtr0361790	jg3344.t1	jg14765.t1	jg4602.t1
OG0001703	FBtr0077519	jg4584.t1	FBtr0223143	jg3342.t1	jg14766.t1	jg4601.t1
OG0001704	FBtr0077572	jg4583.t1	FBtr0222666	jg3341.t1	jg14767.t1	jg4600.t1
OG0001705	FBtr0077520	jg4580.t1	FBtr0363537	jg3338.t1	jg14769.t1	jg4598.t1
OG0001706	FBtr0077524	jg4575.t1	FBtr0223147	jg3335.t1	jg14772.t1	jg4595.t1
OG0001707	FBtr0077568	jg4574.t1	FBtr0222664	jg3334.t1	jg14773.t1	jg4594.t1
OG0001708	FBtr0445397	jg4573.t1	FBtr0358000	jg3333.t1	jg14774.t1	jg4593.t1
OG0001709	FBtr0077563	jg4572.t1	FBtr0222661	jg3331.t1	jg14776.t1	jg4592.t1
OG0001710	FBtr0077562	jg4571.t1	FBtr0362931	jg3330.t1	jg14777.t1	jg4591.t1
OG0001711	FBtr0077561	jg4569.t1	FBtr0222659	jg3328.t1	jg14779.t1	jg4588.t1
OG0001712	FBtr0333251	jg4568.t1	FBtr0363448	jg3327.t1	jg14780.t1	jg4587.t1
OG0001713	FBtr0089937	jg4566.t2	FBtr0356042	jg3324.t1	jg14782.t1	jg4585.t2
OG0001714	FBtr0301590	jg4565.t1	FBtr0356398	jg3323.t1	jg14783.t1	jg4584.t1
OG0001715	FBtr0077529	jg4564.t1	FBtr0357595	jg3322.t1	jg14784.t1	jg4583.t1
OG0001716	FBtr0344768	jg4563.t1	FBtr0356642	jg3321.t1	jg14785.t1	jg4582.t1
OG0001717	FBtr0077558	jg4562.t1	FBtr0222654	jg3319.t1	jg14787.t1	jg4581.t1
OG0001718	FBtr0077557	jg4561.t1	FBtr0222653	jg3318.t1	jg14788.t1	jg4580.t1
OG0001719	FBtr0077532	jg4559.t1	FBtr0223155	jg3317.t1	jg14789.t1	jg4578.t1
OG0001720	FBtr0089304	jg4557.t1	FBtr0222650	jg3316.t1	jg14791.t1	jg4576.t1
OG0001721	FBtr0302391	jg4555.t1	FBtr0352906	jg3312.t1	jg14793.t1	jg4574.t1
OG0001722	FBtr0077549	jg4553.t1	FBtr0222647	jg3311.t1	jg14795.t1	jg4572.t1
OG0001723	FBtr0077545	jg4549.t1	FBtr0364337	jg3307.t1	jg14798.t1	jg4567.t1
OG0001724	FBtr0077544	jg4548.t1	FBtr0222642	jg3306.t1	jg14799.t1	jg4566.t1
OG0001725	FBtr0077543	jg4545.t1	FBtr0222641	jg3303.t1	jg14803.t1	jg4562.t1
OG0001726	FBtr0077542	jg4544.t1	FBtr0222640	jg3302.t1	jg14804.t1	jg4561.t1
OG0001727	FBtr0077541	jg4543.t1	FBtr0358114	jg3301.t1	jg14805.t1	jg4560.t1
OG0001728	FBtr0077537	jg4542.t2	FBtr0223158	jg3299.t1	jg14806.t1	jg4559.t1
OG0001729	FBtr0273188	jg4539.t1	FBtr0361645	jg3295.t1	jg14809.t1	jg4556.t1
OG0001730	FBtr0077490	jg4535.t1	FBtr0223164	jg3288.t1	jg14811.t1	jg4554.t1
OG0001731	FBtr0307051	jg4533.t1	FBtr0355128	jg3286.t1	jg14813.t1	jg4552.t1
OG0001732	FBtr0077498	jg4531.t2	FBtr0223167	jg3283.t1	jg14815.t1	jg4550.t1
OG0001733	FBtr0077515	jg4530.t1	FBtr0222636	jg3282.t1	jg14816.t1	jg4549.t1
OG0001734	FBtr0077499	jg4529.t1	FBtr0350064	jg3281.t1	jg14817.t1	jg4548.t1
OG0001735	FBtr0077500	jg4528.t1	FBtr0351655	jg3280.t1	jg14818.t1	jg4547.t1
OG0001736	FBtr0077504	jg4525.t1	FBtr0356904	jg3277.t1	jg14820.t1	jg4545.t1
OG0001737	FBtr0077514	jg4524.t1	FBtr0222635	jg3276.t1	jg14821.t1	jg4544.t1
OG0001738	FBtr0077505	jg4521.t1	FBtr0223175	jg12940.t1	jg14825.t1	jg4540.t1
OG0001739	FBtr0077506	jg4520.t1	FBtr0223176	jg13621.t1	jg14826.t1	jg4539.t1
OG0001741	FBtr0077477	jg4508.t1	FBtr0211898	jg12904.t1	jg14837.t1	jg4528.t1
OG0001742	FBtr0077470	jg4507.t1	FBtr0211924	jg12903.t1	jg14838.t1	jg4527.t1
OG0001743	FBtr0077476	jg4502.t1	FBtr0222627	jg12900.t1	jg14840.t1	jg4524.t1
OG0001744	FBtr0347158	jg4501.t1	FBtr0360579	jg12899.t2	jg14841.t1	jg4523.t1
OG0001745	FBtr0077425	jg4500.t1	FBtr0360778	jg12898.t1	jg14842.t1	jg4522.t1
OG0001746	FBtr0077428	jg4498.t1	FBtr0223188	jg12895.t1	jg14845.t1	jg4519.t1
OG0001747	FBtr0077429	jg4497.t1	FBtr0353840	jg12892.t1	jg14847.t1	jg4517.t1
OG0001748	FBtr0077463	jg4496.t1	FBtr0348234	jg12891.t1	jg14848.t1	jg4516.t1
OG0001749	FBtr0077462	jg4495.t1	FBtr0222625	jg12889.t1	jg14849.t1	jg4515.t1
OG0001750	FBtr0331449	jg4494.t1	FBtr0222624	jg12888.t1	jg14850.t1	jg4514.t1
OG0001751	FBtr0077431	jg4493.t1	FBtr0223192	jg12887.t1	jg14851.t1	jg4513.t1
OG0001752	FBtr0077460	jg4492.t1	FBtr0222623	jg12885.t1	jg14852.t1	jg4512.t1
OG0001753	FBtr0290071	jg4490.t1	FBtr0354334	jg12881.t1	jg14854.t1	jg4510.t1
OG0001754	FBtr0077435	jg4489.t1	FBtr0223195	jg12880.t1	jg14855.t1	jg4509.t1
OG0001755	FBtr0077459	jg4488.t1	FBtr0222621	jg12878.t1	jg14856.t1	jg4508.t1
OG0001756	FBtr0112368	jg4487.t1	FBtr0348698	jg12877.t1	jg14857.t1	jg4507.t1
OG0001757	FBtr0304638	jg4486.t1	FBtr0364603	jg12876.t1	jg14858.t1	jg4506.t1
OG0001758	FBtr0077438	jg4485.t1	FBtr0223197	jg12875.t1	jg14859.t1	jg4505.t1
OG0001759	FBtr0077457	jg4484.t1	FBtr0222620	jg12873.t1	jg14860.t1	jg4504.t1
OG0001760	FBtr0077439	jg4483.t1	FBtr0223198	jg12872.t1	jg14861.t1	jg4503.t1
OG0001761	FBtr0077456	jg4482.t1	FBtr0352948	jg12871.t1	jg14862.t1	jg4502.t1
OG0001762	FBtr0077455	jg4481.t1	FBtr0362092	jg12869.t1	jg14863.t1	jg4501.t1
OG0001763	FBtr0077454	jg4480.t1	FBtr0222618	jg12868.t1	jg14864.t1	jg4500.t1
OG0001764	FBtr0077440	jg4479.t1	FBtr0223199	jg12867.t1	jg14865.t1	jg4499.t1
OG0001765	FBtr0077453	jg4478.t1	FBtr0353428	jg12866.t1	jg14866.t1	jg4498.t1
OG0001766	FBtr0077452	jg4477.t1	FBtr0347638	jg12865.t1	jg14867.t1	jg4497.t1
OG0001767	FBtr0077451	jg4476.t1	FBtr0222615	jg12864.t1	jg14868.t1	jg4496.t1
OG0001768	FBtr0077441	jg4475.t1	FBtr0223200	jg12863.t1	jg14869.t1	jg4495.t1
OG0001769	FBtr0077450	jg4474.t1	FBtr0222614	jg12862.t1	jg14870.t1	jg4494.t1
OG0001770	FBtr0077443	jg4472.t1	FBtr0353196	jg12859.t1	jg14872.t1	jg4493.t1
OG0001771	FBtr0077446	jg4471.t1	FBtr0352688	jg12858.t1	jg14873.t1	jg4492.t1
OG0001772	FBtr0077444	jg4469.t1	FBtr0360772	jg12853.t1	jg14876.t1	jg4489.t1
OG0001773	FBtr0077376	jg4464.t1	FBtr0223203	jg12850.t1	jg14881.t1	jg4485.t1
OG0001774	FBtr0077423	jg4462.t1	FBtr0348609	jg12847.t1	jg14883.t1	jg4481.t1
OG0001775	FBtr0077378	jg4460.t1	FBtr0223205	jg12844.t1	jg14885.t1	jg4479.t1
OG0001776	FBtr0077422	jg4459.t1	FBtr0222606	jg12843.t1	jg14886.t1	jg4478.t1
OG0001777	FBtr0077420	jg4458.t1	FBtr0222604	jg12842.t1	jg14887.t1	jg4477.t1
OG0001778	FBtr0329978	jg4457.t1	FBtr0350924	jg12841.t1	jg14888.t1	jg4476.t1
OG0001779	FBtr0077419	jg4456.t1	FBtr0361843	jg12840.t1	jg14889.t1	jg4475.t1
OG0001780	FBtr0077418	jg4455.t1	FBtr0222602	jg12839.t1	jg14890.t1	jg4474.t1
OG0001781	FBtr0077381	jg4454.t1	FBtr0223209	jg12838.t1	jg14891.t1	jg4472.t1
OG0001782	FBtr0077417	jg4453.t1	FBtr0364826	jg12837.t1	jg14892.t1	jg4471.t1
OG0001783	FBtr0077383	jg4452.t1	FBtr0223210	jg12836.t1	jg14893.t1	jg4470.t1
OG0001784	FBtr0077416	jg4451.t1	FBtr0222600	jg12834.t1	jg14894.t1	jg4469.t1
OG0001785	FBtr0077384	jg4450.t1	FBtr0223211	jg12833.t1	jg14895.t1	jg4468.t1
OG0001786	FBtr0077415	jg4449.t1	FBtr0222599	jg12832.t1	jg14896.t1	jg4467.t1
OG0001787	FBtr0077412	jg4447.t1	FBtr0222597	jg12828.t1	jg14898.t1	jg4465.t1
OG0001788	FBtr0300941	jg4445.t1	FBtr0348095	jg12825.t1	jg14900.t1	jg4463.t1
OG0001789	FBtr0077386	jg4444.t1	FBtr0223213	jg12823.t1	jg14901.t1	jg4462.t1
OG0001790	FBtr0077408	jg4443.t1	FBtr0222595	jg12822.t1	jg14902.t1	jg4461.t1
OG0001791	FBtr0077387	jg4442.t1	FBtr0352677	jg12821.t1	jg14903.t1	jg4460.t1
OG0001792	FBtr0304909	jg4440.t1	FBtr0348984	jg12820.t1	jg14904.t1	jg4459.t1
OG0001793	FBtr0472669	jg4439.t1	FBtr0347938	jg12819.t1	jg14905.t1	jg4458.t1
OG0001794	FBtr0077389	jg4438.t1	FBtr0353720	jg12818.t1	jg14906.t1	jg4457.t1
OG0001795	FBtr0077390	jg4437.t1	FBtr0223217	jg12817.t1	jg14907.t1	jg4456.t1
OG0001796	FBtr0077391	jg4436.t1	FBtr0223218	jg12816.t1	jg14908.t1	jg4455.t1
OG0001797	FBtr0077401	jg13668.t1	FBtr0222592	jg12815.t1	jg8693.t1	jg3891.t1
OG0001798	FBtr0077396	jg13669.t1	FBtr0355822	jg12814.t1	jg8694.t1	jg3890.t1
OG0001799	FBtr0077394	jg13670.t1	FBtr0350475	jg12813.t1	jg8695.t1	jg3889.t1
OG0001800	FBtr0078990	jg13672.t1	FBtr0351896	jg12809.t1	jg8698.t1	jg3887.t1
OG0001801	FBtr0079058	jg13673.t1	FBtr0348985	jg12808.t1	jg8699.t1	jg3886.t1
OG0001802	FBtr0078991	jg13674.t1	FBtr0223219	jg12807.t1	jg8700.t1	jg3885.t1
OG0001803	FBtr0079057	jg13675.t2	FBtr0222589	jg12806.t1	jg8701.t1	jg3884.t1
OG0001804	FBtr0110838	jg13680.t1	FBtr0349555	jg12800.t1	jg8705.t1	jg3880.t1
OG0001805	FBtr0110839	jg13681.t1	FBtr0361747	jg12799.t1	jg8706.t1	jg3879.t1
OG0001806	FBtr0079053	jg13682.t1	FBtr0222585	jg12798.t1	jg8707.t1	jg3878.t1
OG0001807	FBtr0079052	jg13683.t1	FBtr0222584	jg14880.t1	jg8708.t1	jg3877.t1
OG0001808	FBtr0078994	jg13684.t1	FBtr0223222	jg14881.t1	jg8709.t1	jg3876.t1
OG0001809	FBtr0079051	jg13685.t1	FBtr0222583	jg14882.t1	jg8710.t1	jg3875.t1
OG0001810	FBtr0078995	jg13686.t1	FBtr0223223	jg14883.t1	jg8711.t1	jg3874.t1
OG0001811	FBtr0078996	jg13687.t1	FBtr0223224	jg14884.t1	jg8712.t1	jg3873.t1
OG0001812	FBtr0079049	jg13688.t1	FBtr0222582	jg14885.t1	jg8713.t1	jg3872.t1
OG0001813	FBtr0078997	jg13689.t1	FBtr0223225	jg14886.t1	jg8714.t1	jg3871.t1
OG0001814	FBtr0079048	jg13690.t1	FBtr0222581	jg14887.t1	jg8715.t1	jg3870.t1
OG0001815	FBtr0079045	jg13691.t1	FBtr0222580	jg14888.t1	jg8716.t1	jg3869.t1
OG0001816	FBtr0329975	jg13692.t1	FBtr0360394	jg14889.t2	jg8717.t1	jg3868.t1
OG0001817	FBtr0301538	jg13693.t1	FBtr0359211	jg14890.t3	jg8718.t1	jg3867.t2
OG0001818	FBtr0301130	jg13695.t1	FBtr0211895	jg14891.t1	jg8720.t1	jg3865.t1
OG0001819	FBtr0079000	jg13696.t1	FBtr0360853	jg14892.t1	jg8721.t1	jg3864.t1
OG0001820	FBtr0110983	jg13700.t1	FBtr0361534	jg14897.t1	jg8725.t1	jg3860.t1
OG0001821	FBtr0079004	jg13701.t1	FBtr0211931	jg14898.t1	jg8726.t1	jg3859.t1
OG0001822	FBtr0079033	jg13702.t1	FBtr0211893	jg14899.t1	jg8727.t1	jg3858.t1
OG0001823	FBtr0100048	jg13703.t1	FBtr0356783	jg14900.t1	jg8728.t1	jg3857.t1
OG0001824	FBtr0334119	jg13704.t1	FBtr0348865	jg14901.t1	jg8729.t1	jg3856.t1
OG0001825	FBtr0334124	jg13705.t1	FBtr0355469	jg14902.t1	jg8730.t1	jg3855.t1
OG0001826	FBtr0079032	jg13706.t1	FBtr0214840	jg14903.t1	jg8731.t1	jg3854.t1
OG0001827	FBtr0079030	jg13707.t1	FBtr0364948	jg14904.t1	jg8732.t1	jg3853.t1
OG0001828	FBtr0079009	jg13708.t1	FBtr0360172	jg14905.t1	jg8733.t1	jg3852.t1
OG0001829	FBtr0079029	jg13709.t1	FBtr0222575	jg14906.t1	jg8734.t1	jg3851.t1
OG0001830	FBtr0079028	jg13711.t1	FBtr0360832	jg14909.t1	jg8736.t1	jg3849.t2
OG0001831	FBtr0079027	jg13712.t1	FBtr0222573	jg14910.t1	jg8737.t1	jg3848.t1
OG0001832	FBtr0079012	jg13713.t1	FBtr0355686	jg14911.t1	jg8738.t1	jg3847.t1
OG0001833	FBtr0079016	jg13714.t1	FBtr0211933	jg14912.t1	jg8739.t1	jg3846.t1
OG0001834	FBtr0079026	jg13715.t1	FBtr0348650	jg14913.t1	jg8740.t1	jg3845.t1
OG0001835	FBtr0079018	jg13716.t1	FBtr0223231	jg14914.t1	jg8741.t1	jg3844.t1
OG0001836	FBtr0329983	jg13717.t1	FBtr0223232	jg14915.t1	jg8742.t1	jg3843.t1
OG0001837	FBtr0079025	jg13718.t1	FBtr0222572	jg14916.t1	jg8743.t1	jg3842.t1
OG0001838	FBtr0079092	jg14318.t1	FBtr0222571	jg14928.t1	jg8522.t1	jg13118.t1
OG0001839	FBtr0110802	jg14317.t1	FBtr0222570	jg14929.t1	jg8523.t1	jg13117.t1
OG0001840	FBtr0079063	jg14316.t1	FBtr0223239	jg14930.t1	jg8524.t1	jg13116.t1
OG0001841	FBtr0079087	jg14315.t2	FBtr0349409	jg14931.t2	jg8525.t1	jg13115.t2
OG0001842	FBtr0310625	jg14312.t1	FBtr0355569	jg14934.t1	jg8527.t1	jg13113.t1
OG0001843	FBtr0079069	jg14311.t1	FBtr0223243	jg14935.t1	jg8528.t1	jg13112.t1
OG0001844	FBtr0079071	jg14310.t1	FBtr0223244	jg14937.t1	jg8529.t1	jg13111.t1
OG0001845	FBtr0079082	jg14309.t1	FBtr0222567	jg14938.t1	jg8530.t1	jg13110.t1
OG0001846	FBtr0079072	jg14306.t1	FBtr0350336	jg14943.t1	jg8534.t1	jg13107.t1
OG0001847	FBtr0079080	jg14305.t1	FBtr0363531	jg14944.t1	jg8535.t1	jg13106.t1
OG0001848	FBtr0079073	jg14304.t1	FBtr0223245	jg14945.t1	jg8536.t1	jg13105.t1
OG0001849	FBtr0079078	jg14303.t1	FBtr0222564	jg14946.t1	jg8537.t1	jg13104.t1
OG0001850	FBtr0079077	jg14302.t1	FBtr0222562	jg14947.t1	jg8538.t1	jg13103.t1
OG0001851	FBtr0347409	jg14301.t1	FBtr0361208	jg14948.t1	jg8539.t1	jg13102.t1
OG0001852	FBtr0329966	jg14293.t1	FBtr0223254	jg14953.t1	jg8544.t1	jg13098.t1
OG0001853	FBtr0079130	jg14292.t1	FBtr0222560	jg14954.t1	jg8545.t1	jg13097.t1
OG0001854	FBtr0079095	jg14291.t1	FBtr0357188	jg14955.t2	jg8546.t1	jg13096.t1
OG0001855	FBtr0079129	jg14290.t1	FBtr0222559	jg14956.t1	jg8547.t1	jg13095.t1
OG0001856	FBtr0079096	jg14289.t1	FBtr0358646	jg14957.t1	jg8548.t1	jg13094.t1
OG0001857	FBtr0079097	jg14285.t1	FBtr0365340	jg14961.t1	jg8551.t1	jg13091.t1
OG0001858	FBtr0079099	jg14288.t1	FBtr0351980	jg14958.t1	jg8549.t1	jg13093.t1
OG0001859	FBtr0079128	jg14287.t1	FBtr0354389	jg14959.t1	jg8550.t1	jg13092.t1
OG0001860	FBtr0079126	jg14283.t1	FBtr0360924	jg14964.t1	jg8553.t1	jg13089.t1
OG0001861	FBtr0079123	jg14282.t1	FBtr0211891	jg14967.t1	jg8554.t1	jg13088.t1
OG0001862	FBtr0079100	jg14281.t1	FBtr0351061	jg14968.t1	jg8555.t1	jg13087.t1
OG0001863	FBtr0079101	jg14280.t1	FBtr0351020	jg14969.t1	jg8556.t1	jg13086.t1
OG0001864	FBtr0114511	jg14279.t1	FBtr0222557	jg14970.t1	jg8557.t1	jg13085.t1
OG0001865	FBtr0079103	jg14278.t1	FBtr0349537	jg14971.t1	jg8558.t1	jg13084.t1
OG0001866	FBtr0079121	jg14277.t1	FBtr0222556	jg14972.t1	jg8559.t1	jg13083.t1
OG0001867	FBtr0079104	jg14276.t1	FBtr0354912	jg14973.t1	jg8560.t1	jg13082.t1
OG0001868	FBtr0079106	jg14275.t1	FBtr0223262	jg14974.t1	jg8561.t1	jg13081.t1
OG0001869	FBtr0089577	jg14274.t1	FBtr0223263	jg14975.t1	jg8562.t1	jg13080.t1
OG0001870	FBtr0079118	jg14271.t1	FBtr0363996	jg14977.t1	jg15349.t1	jg13078.t1
OG0001871	FBtr0079117	jg14270.t1	FBtr0222553	jg14979.t1	jg15350.t1	jg13077.t1
OG0001872	FBtr0079109	jg14269.t1	FBtr0223264	jg14980.t1	jg15351.t1	jg13076.t1
OG0001873	FBtr0302933	jg14268.t1	FBtr0351295	jg14981.t1	jg15352.t1	jg13075.t1
OG0001874	FBtr0079114	jg14266.t1	FBtr0348977	jg14983.t1	jg15354.t1	jg13073.t1
OG0001877	FBtr0112619	jg14247.t1	FBtr0348997	jg15004.t1	jg15373.t1	jg13054.t1
OG0001878	FBtr0079158	jg14246.t1	FBtr0222538	jg15005.t1	jg15374.t1	jg13053.t1
OG0001879	FBtr0079156	jg14244.t1	FBtr0222537	jg15009.t1	jg15377.t1	jg13050.t1
OG0001880	FBtr0079154	jg14243.t1	FBtr0222535	jg15010.t1	jg15378.t1	jg13049.t1
OG0001881	FBtr0079153	jg14241.t1	FBtr0360201	jg15012.t1	jg15380.t1	jg13047.t1
OG0001882	FBtr0079151	jg14235.t1	FBtr0362446	jg15014.t1	jg15382.t1	jg13045.t1
OG0001883	FBtr0079146	jg14232.t1	FBtr0223280	jg15018.t1	jg15384.t1	jg13043.t2
OG0001884	FBtr0333231	jg14230.t1	FBtr0356860	jg15019.t1	jg15385.t1	jg13042.t1
OG0001885	FBtr0079150	jg14229.t1	FBtr0356989	jg15020.t1	jg15386.t1	jg13041.t1
OG0001886	FBtr0079241	jg14228.t1	FBtr0222532	jg15021.t1	jg15387.t1	jg13040.t1
OG0001887	FBtr0079171	jg14227.t1	FBtr0223282	jg15022.t1	jg15388.t1	jg13039.t1
OG0001888	FBtr0079239	jg14225.t1	FBtr0222530	jg15024.t1	jg15390.t1	jg13037.t1
OG0001889	FBtr0079238	jg14224.t1	FBtr0222529	jg15025.t1	jg15392.t1	jg13036.t1
OG0001890	FBtr0079237	jg14223.t1	FBtr0359015	jg15027.t2	jg15393.t1	jg13035.t1
OG0001891	FBtr0079172	jg14222.t1	FBtr0223283	jg15028.t1	jg15394.t1	jg13034.t1
OG0001892	FBtr0079173	jg14221.t1	FBtr0223284	jg15029.t1	jg15395.t1	jg13033.t1
OG0001893	FBtr0079233	jg14220.t1	FBtr0350962	jg15030.t1	jg15396.t1	jg13032.t1
OG0001894	FBtr0079179	jg14218.t1	FBtr0223286	jg15032.t1	jg15398.t1	jg13030.t1
OG0001895	FBtr0079231	jg14217.t1	FBtr0222526	jg15033.t1	jg15399.t1	jg13029.t1
OG0001896	FBtr0113024	jg14216.t1	FBtr0223287	jg15034.t1	jg15400.t1	jg13028.t1
OG0001897	FBtr0079228	jg14213.t1	FBtr0222521	jg15035.t1	jg15402.t1	jg13026.t1
OG0001898	FBtr0079227	jg14212.t1	FBtr0222520	jg15036.t1	jg15403.t1	jg13025.t1
OG0001899	FBtr0079181	jg14210.t1	FBtr0223288	jg15038.t1	jg15404.t1	jg13024.t1
OG0001900	FBtr0079225	jg14209.t1	FBtr0222519	jg15039.t1	jg15405.t1	jg13023.t1
OG0001901	FBtr0343131	jg14208.t1	FBtr0222518	jg15040.t1	jg15406.t1	jg13022.t1
OG0001902	FBtr0079223	jg14207.t1	FBtr0354988	jg15041.t1	jg15407.t1	jg13021.t1
OG0001903	FBtr0079182	jg14205.t1	FBtr0223289	jg15043.t1	jg15409.t1	jg13019.t1
OG0001904	FBtr0079219	jg14204.t1	FBtr0222515	jg15044.t1	jg15410.t1	jg13018.t1
OG0001905	FBtr0079217	jg14202.t1	FBtr0222514	jg15047.t1	jg15411.t1	jg13017.t1
OG0001906	FBtr0344625	jg14201.t1	FBtr0222513	jg15048.t1	jg15412.t1	jg13016.t1
OG0001907	FBtr0079183	jg14200.t1	FBtr0223290	jg15049.t1	jg15413.t1	jg13015.t1
OG0001908	FBtr0079185	jg14199.t1	FBtr0223291	jg15050.t1	jg15414.t1	jg13014.t1
OG0001909	FBtr0079187	jg14197.t1	FBtr0360071	jg15051.t1	jg15415.t1	jg13013.t1
OG0001910	FBtr0079188	jg14194.t1	FBtr0223292	jg15054.t1	jg15417.t1	jg13011.t1
OG0001911	FBtr0079215	jg14193.t1	FBtr0222511	jg15055.t1	jg15418.t1	jg13010.t1
OG0001912	FBtr0079189	jg14192.t1	FBtr0223293	jg15056.t1	jg15419.t1	jg13009.t1
OG0001913	FBtr0302213	jg14191.t1	FBtr0222510	jg15057.t1	jg15420.t1	jg13008.t1
OG0001914	FBtr0079191	jg14190.t1	FBtr0223294	jg15058.t1	jg15421.t1	jg13007.t1
OG0001915	FBtr0079213	jg14189.t1	FBtr0222509	jg15059.t1	jg15422.t1	jg13006.t1
OG0001916	FBtr0079192	jg14188.t1	FBtr0223295	jg15060.t1	jg15423.t1	jg13005.t1
OG0001917	FBtr0344438	jg4251.t1	FBtr0361840	jg12645.t1	jg15153.t1	jg4212.t1
OG0001918	FBtr0079211	jg4250.t1	FBtr0222508	jg12644.t1	jg15152.t1	jg4213.t1
