OG	Dtei	Dsim	Dyak	Dmel	Dsan
OG0001281.intron9	jg3007.t1.intron9	FBtr0222970.intron9	jg247.t1.intron9	FBtr0336969.intron9	jg152.t1.intron9
OG0001281.intron10	jg3007.t1.intron10	FBtr0222970.intron10	jg247.t1.intron10	FBtr0336969.intron10	jg152.t1.intron10
OG0001282.intron4	jg3013.t1.intron5	FBtr0365520.intron7	jg250.t1.intron4	FBtr0301416.intron6	jg155.t1.intron5
OG0001282.intron5	jg3013.t1.intron6	FBtr0365520.intron8	jg250.t1.intron5	FBtr0301416.intron7	jg155.t1.intron6
OG0001282.intron7	jg3013.t1.intron8	FBtr0365520.intron11	jg250.t1.intron7	FBtr0301416.intron9	jg155.t1.intron8
OG0001282.intron8	jg3013.t1.intron9	FBtr0365520.intron12	jg250.t1.intron8	FBtr0301416.intron10	jg155.t1.intron9
OG0001284.intron1	jg3018.t1.intron1	FBtr0222841.intron1	jg255.t1.intron1	FBtr0077993.intron1	jg158.t1.intron1
OG0001284.intron2	jg3018.t1.intron2	FBtr0222841.intron2	jg255.t1.intron2	FBtr0077993.intron2	jg158.t1.intron2
OG0001284.intron3	jg3018.t1.intron3	FBtr0222841.intron3	jg255.t1.intron3	FBtr0077993.intron3	jg158.t1.intron3
OG0001285.intron1	jg3019.t1.intron1	FBtr0348254.intron1	jg256.t1.intron1	FBtr0077952.intron1	jg159.t1.intron1
OG0001285.intron2	jg3019.t1.intron2	FBtr0348254.intron2	jg256.t1.intron2	FBtr0077952.intron2	jg159.t1.intron2
OG0001286.intron1	jg3020.t1.intron1	FBtr0222976.intron1	jg257.t1.intron1	FBtr0077953.intron1	jg160.t1.intron1
OG0001286.intron2	jg3020.t1.intron2	FBtr0222976.intron2	jg257.t1.intron2	FBtr0077953.intron2	jg160.t1.intron2
OG0001286.intron3	jg3020.t1.intron3	FBtr0222976.intron3	jg257.t1.intron3	FBtr0077953.intron3	jg160.t1.intron3
OG0001286.intron4	jg3020.t1.intron4	FBtr0222976.intron4	jg257.t1.intron4	FBtr0077953.intron4	jg160.t1.intron4
OG0001287.intron2	jg3021.t1.intron17	FBtr0353826.intron2	jg258.t1.intron5	FBtr0332570.intron4	jg161.t1.intron6
OG0001287.intron3	jg3021.t1.intron18	FBtr0353826.intron3	jg258.t1.intron6	FBtr0332570.intron5	jg161.t1.intron7
OG0001287.intron4	jg3021.t1.intron19	FBtr0353826.intron4	jg258.t1.intron7	FBtr0332570.intron6	jg161.t1.intron8
OG0001288.intron1	jg3022.t1.intron1	FBtr0352481.intron1	jg260.t1.intron1	FBtr0077954.intron1	jg163.t1.intron1
OG0001288.intron2	jg3022.t1.intron2	FBtr0352481.intron2	jg260.t1.intron2	FBtr0077954.intron2	jg163.t1.intron2
OG0001288.intron3	jg3022.t1.intron3	FBtr0352481.intron3	jg260.t1.intron3	FBtr0077954.intron3	jg163.t1.intron3
OG0001288.intron4	jg3022.t1.intron4	FBtr0352481.intron4	jg260.t1.intron4	FBtr0077954.intron4	jg163.t1.intron4
OG0001288.intron5	jg3022.t1.intron5	FBtr0352481.intron5	jg260.t1.intron5	FBtr0077954.intron5	jg163.t1.intron5
OG0001289.intron2	jg3023.t1.intron3	FBtr0222837.intron1	jg262.t1.intron2	FBtr0077987.intron1	jg165.t1.intron2
OG0001289.intron3	jg3023.t1.intron4	FBtr0222837.intron2	jg262.t1.intron3	FBtr0077987.intron2	jg165.t1.intron3
OG0001289.intron4	jg3023.t1.intron5	FBtr0222837.intron3	jg262.t1.intron4	FBtr0077987.intron3	jg165.t1.intron4
OG0001290.intron1	jg3024.t1.intron1	FBtr0222979.intron1	jg263.t1.intron1	FBtr0077956.intron1	jg166.t1.intron1
OG0001290.intron2	jg3024.t1.intron2	FBtr0222979.intron2	jg263.t1.intron2	FBtr0077956.intron2	jg166.t1.intron2
OG0001292.intron3	jg3026.t1.intron3	FBtr0363278.intron2	jg265.t1.intron3	FBtr0332271.intron3	jg168.t1.intron3
OG0001292.intron4	jg3026.t1.intron4	FBtr0363278.intron3	jg265.t1.intron4	FBtr0332271.intron4	jg168.t1.intron4
OG0001293.intron1	jg3027.t1.intron1	FBtr0362308.intron1	jg266.t1.intron1	FBtr0077958.intron1	jg169.t1.intron1
OG0001293.intron2	jg3027.t1.intron2	FBtr0362308.intron2	jg266.t1.intron2	FBtr0077958.intron2	jg169.t1.intron2
OG0001293.intron3	jg3027.t1.intron3	FBtr0362308.intron3	jg266.t1.intron3	FBtr0077958.intron3	jg169.t1.intron3
OG0001295.intron1	jg3029.t1.intron1	FBtr0222835.intron1	jg268.t1.intron1	FBtr0077985.intron1	jg171.t1.intron1
OG0001295.intron2	jg3029.t1.intron2	FBtr0222835.intron2	jg268.t1.intron2	FBtr0077985.intron2	jg171.t1.intron2
OG0001295.intron3	jg3029.t1.intron3	FBtr0222835.intron3	jg268.t1.intron3	FBtr0077985.intron3	jg171.t1.intron3
OG0001295.intron4	jg3029.t1.intron4	FBtr0222835.intron4	jg268.t1.intron4	FBtr0077985.intron4	jg171.t1.intron4
OG0001298.intron2	jg3033.t1.intron5	FBtr0222833.intron2	jg272.t1.intron2	FBtr0077981.intron2	jg176.t1.intron2
OG0001298.intron3	jg3033.t1.intron6	FBtr0222833.intron3	jg272.t1.intron3	FBtr0077981.intron3	jg176.t1.intron3
OG0001300.intron1	jg3035.t1.intron1	FBtr0222987.intron1	jg274.t1.intron1	FBtr0077964.intron1	jg178.t1.intron1
OG0001301.intron1	jg3036.t1.intron1	FBtr0222832.intron1	jg275.t1.intron1	FBtr0077980.intron1	jg179.t1.intron1
OG0001301.intron2	jg3036.t1.intron2	FBtr0222832.intron2	jg275.t1.intron2	FBtr0077980.intron2	jg179.t1.intron2
OG0001301.intron3	jg3036.t1.intron3	FBtr0222832.intron3	jg275.t1.intron3	FBtr0077980.intron3	jg179.t1.intron3
OG0001302.intron2	jg3038.t1.intron2	FBtr0222831.intron2	jg277.t1.intron2	FBtr0077979.intron2	jg181.t1.intron2
OG0001302.intron3	jg3038.t1.intron3	FBtr0222831.intron3	jg277.t1.intron3	FBtr0077979.intron3	jg181.t1.intron3
OG0001303.intron1	jg3042.t1.intron1	FBtr0362555.intron1	jg281.t1.intron1	FBtr0077971.intron1	jg185.t1.intron1
OG0001304.intron1	jg3044.t1.intron1	FBtr0355658.intron1	jg282.t1.intron1	FBtr0077972.intron1	jg186.t1.intron1
OG0001304.intron2	jg3044.t1.intron2	FBtr0355658.intron2	jg282.t1.intron2	FBtr0077972.intron2	jg186.t1.intron2
OG0001304.intron3	jg3044.t1.intron3	FBtr0355658.intron3	jg282.t1.intron3	FBtr0077972.intron3	jg186.t1.intron3
OG0001306.intron1	jg3046.t1.intron3	FBtr0222998.intron1	jg285.t1.intron1	FBtr0114498.intron1	jg189.t1.intron1
OG0001306.intron2	jg3046.t1.intron4	FBtr0222998.intron2	jg285.t1.intron2	FBtr0114498.intron2	jg189.t1.intron2
OG0001306.intron3	jg3046.t1.intron5	FBtr0222998.intron3	jg285.t1.intron3	FBtr0114498.intron3	jg189.t1.intron3
OG0001307.intron2	jg3049.t1.intron2	FBtr0222999.intron2	jg286.t1.intron2	FBtr0299796.intron2	jg191.t1.intron2
OG0001307.intron3	jg3049.t1.intron3	FBtr0222999.intron3	jg286.t1.intron3	FBtr0299796.intron3	jg191.t1.intron3
OG0001307.intron4	jg3049.t1.intron4	FBtr0222999.intron4	jg286.t1.intron4	FBtr0299796.intron4	jg191.t1.intron4
OG0001307.intron5	jg3049.t1.intron5	FBtr0222999.intron5	jg286.t1.intron5	FBtr0299796.intron5	jg191.t1.intron5
OG0001307.intron6	jg3049.t1.intron6	FBtr0222999.intron6	jg286.t1.intron6	FBtr0299796.intron6	jg191.t1.intron6
OG0001311.intron1	jg3061.t1.intron1	FBtr0222822.intron1	jg297.t1.intron1	FBtr0077944.intron1	jg203.t1.intron1
OG0001312.intron1	jg3062.t1.intron1	FBtr0222821.intron1	jg298.t1.intron1	FBtr0077943.intron1	jg204.t1.intron1
OG0001312.intron2	jg3062.t1.intron2	FBtr0222821.intron2	jg298.t1.intron2	FBtr0077943.intron2	jg204.t1.intron2
OG0001312.intron3	jg3062.t1.intron3	FBtr0222821.intron3	jg298.t1.intron3	FBtr0077943.intron3	jg204.t1.intron3
OG0001312.intron4	jg3062.t1.intron4	FBtr0222821.intron4	jg298.t1.intron4	FBtr0077943.intron4	jg204.t1.intron4
OG0001313.intron2	jg3063.t1.intron2	FBtr0222820.intron2	jg299.t1.intron2	FBtr0329947.intron2	jg205.t1.intron2
OG0001313.intron3	jg3063.t1.intron3	FBtr0222820.intron3	jg299.t1.intron3	FBtr0329947.intron3	jg205.t1.intron3
OG0001313.intron4	jg3063.t1.intron4	FBtr0222820.intron4	jg299.t1.intron4	FBtr0329947.intron4	jg205.t1.intron4
OG0001314.intron1	jg3064.t1.intron1	FBtr0223007.intron1	jg300.t1.intron1	FBtr0077926.intron1	jg206.t1.intron1
OG0001314.intron2	jg3064.t1.intron2	FBtr0223007.intron2	jg300.t1.intron2	FBtr0077926.intron2	jg206.t1.intron2
OG0001318.intron1	jg3071.t2.intron1	FBtr0361048.intron1	jg305.t1.intron1	FBtr0077937.intron1	jg213.t1.intron1
OG0001318.intron2	jg3071.t2.intron2	FBtr0361048.intron2	jg305.t1.intron2	FBtr0077937.intron2	jg213.t1.intron2
OG0001319.intron2	jg3072.t1.intron5	FBtr0222817.intron2	jg306.t1.intron3	FBtr0334820.intron2	jg214.t1.intron3
OG0001322.intron1	jg3076.t1.intron2	FBtr0355358.intron1	jg311.t1.intron1	FBtr0474154.intron1	jg219.t1.intron1
OG0001322.intron2	jg3076.t1.intron3	FBtr0355358.intron2	jg311.t1.intron2	FBtr0474154.intron2	jg219.t1.intron2
OG0001322.intron3	jg3076.t1.intron4	FBtr0355358.intron3	jg311.t1.intron3	FBtr0474154.intron3	jg219.t1.intron3
OG0001322.intron4	jg3076.t1.intron5	FBtr0355358.intron4	jg311.t1.intron4	FBtr0474154.intron4	jg219.t1.intron4
OG0001322.intron5	jg3076.t1.intron6	FBtr0355358.intron5	jg311.t1.intron5	FBtr0474154.intron5	jg219.t1.intron5
OG0001322.intron6	jg3076.t1.intron7	FBtr0355358.intron6	jg311.t1.intron6	FBtr0474154.intron6	jg219.t1.intron6
OG0001323.intron1	jg3079.t1.intron1	FBtr0223015.intron1	jg314.t1.intron1	FBtr0077876.intron1	jg222.t1.intron1
OG0001324.intron1	jg3080.t1.intron1	FBtr0358468.intron1	jg315.t1.intron1	FBtr0077915.intron1	jg223.t1.intron1
OG0001324.intron2	jg3080.t1.intron2	FBtr0358468.intron2	jg315.t1.intron2	FBtr0077915.intron2	jg223.t1.intron2
OG0001325.intron1	jg3081.t1.intron1	FBtr0363165.intron1	jg316.t1.intron1	FBtr0303933.intron1	jg224.t1.intron1
OG0001326.intron1	jg3082.t1.intron1	FBtr0355148.intron1	jg318.t1.intron1	FBtr0077881.intron1	jg226.t1.intron1
OG0001327.intron1	jg3083.t1.intron1	FBtr0222807.intron1	jg319.t1.intron1	FBtr0077912.intron1	jg227.t1.intron1
OG0001327.intron2	jg3083.t1.intron2	FBtr0222807.intron2	jg319.t1.intron2	FBtr0077912.intron2	jg227.t1.intron2
OG0001327.intron3	jg3083.t1.intron3	FBtr0222807.intron3	jg319.t1.intron3	FBtr0077912.intron3	jg227.t1.intron3
OG0001327.intron4	jg3083.t1.intron4	FBtr0222807.intron4	jg319.t1.intron4	FBtr0077912.intron4	jg227.t1.intron4
OG0001327.intron5	jg3083.t1.intron5	FBtr0222807.intron5	jg319.t1.intron5	FBtr0077912.intron5	jg227.t1.intron5
OG0001327.intron6	jg3083.t1.intron6	FBtr0222807.intron6	jg319.t1.intron6	FBtr0077912.intron6	jg227.t1.intron6
OG0001327.intron7	jg3083.t1.intron7	FBtr0222807.intron7	jg319.t1.intron7	FBtr0077912.intron7	jg227.t1.intron7
OG0001327.intron8	jg3083.t1.intron8	FBtr0222807.intron8	jg319.t1.intron8	FBtr0077912.intron8	jg227.t1.intron8
OG0001327.intron9	jg3083.t1.intron9	FBtr0222807.intron9	jg319.t1.intron9	FBtr0077912.intron9	jg227.t1.intron9
OG0001328.intron1	jg3084.t1.intron1	FBtr0360697.intron1	jg320.t1.intron1	FBtr0077882.intron1	jg228.t1.intron1
OG0001328.intron2	jg3084.t1.intron2	FBtr0360697.intron2	jg320.t1.intron2	FBtr0077882.intron2	jg228.t1.intron2
OG0001330.intron1	jg3100.t1.intron1	FBtr0222803.intron1	jg332.t1.intron1	FBtr0077888.intron1	jg242.t1.intron1
OG0001332.intron2	jg3108.t1.intron2	FBtr0354674.intron1	jg337.t1.intron1	FBtr0089786.intron1	jg249.t1.intron2
OG0001332.intron3	jg3108.t1.intron3	FBtr0354674.intron2	jg337.t1.intron2	FBtr0089786.intron2	jg249.t1.intron3
OG0001332.intron4	jg3108.t1.intron4	FBtr0354674.intron3	jg337.t1.intron3	FBtr0089786.intron3	jg249.t1.intron4
OG0001332.intron5	jg3108.t1.intron5	FBtr0354674.intron4	jg337.t1.intron4	FBtr0089786.intron4	jg249.t1.intron5
OG0001332.intron6	jg3108.t1.intron6	FBtr0354674.intron5	jg337.t1.intron5	FBtr0089786.intron5	jg249.t1.intron6
OG0001332.intron7	jg3108.t1.intron7	FBtr0354674.intron6	jg337.t1.intron6	FBtr0089786.intron6	jg249.t1.intron7
OG0001332.intron8	jg3108.t1.intron8	FBtr0354674.intron7	jg337.t1.intron7	FBtr0089786.intron7	jg249.t1.intron8
OG0001332.intron11	jg3108.t1.intron11	FBtr0354674.intron10	jg337.t1.intron10	FBtr0089786.intron10	jg249.t1.intron11
OG0001333.intron5	jg3109.t1.intron2	FBtr0355722.intron5	jg338.t1.intron3	FBtr0077893.intron5	jg250.t1.intron2
OG0001333.intron6	jg3109.t1.intron3	FBtr0355722.intron6	jg338.t1.intron4	FBtr0077893.intron6	jg250.t1.intron3
OG0001333.intron7	jg3109.t1.intron4	FBtr0355722.intron7	jg338.t1.intron5	FBtr0077893.intron7	jg250.t1.intron4
OG0001333.intron8	jg3109.t1.intron5	FBtr0355722.intron8	jg338.t1.intron6	FBtr0077893.intron8	jg250.t1.intron5
OG0001333.intron9	jg3109.t1.intron6	FBtr0355722.intron9	jg338.t1.intron7	FBtr0077893.intron9	jg250.t1.intron6
OG0001336.intron2	jg3114.t2.intron2	FBtr0358494.intron2	jg342.t1.intron2	FBtr0333006.intron2	jg256.t1.intron2
OG0001336.intron3	jg3114.t2.intron3	FBtr0358494.intron3	jg342.t1.intron3	FBtr0333006.intron3	jg256.t1.intron3
OG0001336.intron4	jg3114.t2.intron4	FBtr0358494.intron4	jg342.t1.intron4	FBtr0333006.intron4	jg256.t1.intron4
OG0001336.intron5	jg3114.t2.intron5	FBtr0358494.intron5	jg342.t1.intron5	FBtr0333006.intron5	jg256.t1.intron5
OG0001336.intron8	jg3114.t2.intron8	FBtr0358494.intron8	jg342.t1.intron8	FBtr0333006.intron8	jg256.t1.intron9
OG0001336.intron11	jg3114.t2.intron10	FBtr0358494.intron11	jg342.t1.intron11	FBtr0333006.intron11	jg256.t1.intron12
OG0001336.intron12	jg3114.t2.intron11	FBtr0358494.intron12	jg342.t1.intron12	FBtr0333006.intron12	jg256.t1.intron13
OG0001336.intron13	jg3114.t2.intron12	FBtr0358494.intron13	jg342.t1.intron13	FBtr0333006.intron13	jg256.t1.intron14
OG0001336.intron14	jg3114.t2.intron13	FBtr0358494.intron14	jg342.t1.intron14	FBtr0333006.intron14	jg256.t1.intron15
OG0001336.intron15	jg3114.t2.intron14	FBtr0358494.intron15	jg342.t1.intron15	FBtr0333006.intron15	jg256.t1.intron16
OG0001336.intron16	jg3114.t2.intron15	FBtr0358494.intron16	jg342.t1.intron16	FBtr0333006.intron16	jg256.t1.intron17
OG0001336.intron17	jg3114.t2.intron16	FBtr0358494.intron17	jg342.t1.intron17	FBtr0333006.intron17	jg256.t1.intron18
OG0001336.intron18	jg3114.t2.intron17	FBtr0358494.intron18	jg342.t1.intron18	FBtr0333006.intron18	jg256.t1.intron19
OG0001338.intron2	jg3116.t1.intron2	FBtr0355271.intron2	jg344.t1.intron2	FBtr0307516.intron2	jg258.t1.intron2
OG0001340.intron1	jg3119.t1.intron1	FBtr0223030.intron1	jg347.t1.intron1	FBtr0077813.intron1	jg261.t1.intron1
OG0001340.intron2	jg3119.t1.intron2	FBtr0223030.intron2	jg347.t1.intron2	FBtr0077813.intron2	jg261.t1.intron2
OG0001340.intron3	jg3119.t1.intron3	FBtr0223030.intron3	jg347.t1.intron3	FBtr0077813.intron3	jg261.t1.intron3
OG0001341.intron1	jg3120.t1.intron1	FBtr0364449.intron1	jg348.t1.intron1	FBtr0077869.intron1	jg262.t1.intron1
OG0001341.intron2	jg3120.t1.intron2	FBtr0364449.intron2	jg348.t1.intron2	FBtr0077869.intron2	jg262.t1.intron2
OG0001341.intron3	jg3120.t1.intron3	FBtr0364449.intron3	jg348.t1.intron3	FBtr0077869.intron3	jg262.t1.intron3
OG0001342.intron2	jg3121.t1.intron2	FBtr0223031.intron2	jg349.t1.intron2	FBtr0077814.intron2	jg263.t1.intron2
OG0001343.intron4	jg3122.t1.intron4	FBtr0223033.intron3	jg350.t1.intron4	FBtr0077815.intron3	jg264.t1.intron4
OG0001344.intron2	jg3123.t1.intron2	FBtr0359435.intron2	jg351.t1.intron2	FBtr0077868.intron2	jg265.t1.intron2
OG0001344.intron3	jg3123.t1.intron3	FBtr0359435.intron3	jg351.t1.intron3	FBtr0077868.intron3	jg265.t1.intron3
OG0001344.intron4	jg3123.t1.intron4	FBtr0359435.intron4	jg351.t1.intron4	FBtr0077868.intron4	jg265.t1.intron4
OG0001346.intron1	jg3128.t1.intron1	FBtr0357360.intron1	jg353.t1.intron1	FBtr0100503.intron1	jg268.t1.intron1
OG0001347.intron2	jg3129.t1.intron2	FBtr0362656.intron2	jg354.t1.intron1	FBtr0309285.intron2	jg269.t1.intron2
OG0001347.intron3	jg3129.t1.intron3	FBtr0362656.intron3	jg354.t1.intron2	FBtr0309285.intron3	jg269.t1.intron3
OG0001347.intron4	jg3129.t1.intron4	FBtr0362656.intron4	jg354.t1.intron3	FBtr0309285.intron4	jg269.t1.intron4
OG0001347.intron5	jg3129.t1.intron5	FBtr0362656.intron5	jg354.t1.intron4	FBtr0309285.intron5	jg269.t1.intron5
OG0001347.intron6	jg3129.t1.intron6	FBtr0362656.intron6	jg354.t1.intron5	FBtr0309285.intron6	jg269.t1.intron6
OG0001348.intron2	jg3130.t2.intron2	FBtr0347871.intron2	jg355.t1.intron4	FBtr0301066.intron2	jg270.t1.intron2
OG0001348.intron3	jg3130.t2.intron3	FBtr0347871.intron3	jg355.t1.intron5	FBtr0301066.intron3	jg270.t1.intron3
OG0001348.intron4	jg3130.t2.intron4	FBtr0347871.intron4	jg355.t1.intron6	FBtr0301066.intron4	jg270.t1.intron4
OG0001348.intron5	jg3130.t2.intron5	FBtr0347871.intron5	jg355.t1.intron7	FBtr0301066.intron5	jg270.t1.intron5
OG0001348.intron6	jg3130.t2.intron6	FBtr0347871.intron6	jg355.t1.intron8	FBtr0301066.intron6	jg270.t1.intron6
OG0001348.intron7	jg3130.t2.intron7	FBtr0347871.intron7	jg355.t1.intron9	FBtr0301066.intron7	jg270.t1.intron7
OG0001348.intron8	jg3130.t2.intron8	FBtr0347871.intron8	jg355.t1.intron10	FBtr0301066.intron8	jg270.t1.intron8
OG0001350.intron1	jg3132.t1.intron1	FBtr0223038.intron1	jg357.t1.intron1	FBtr0077822.intron1	jg273.t1.intron1
OG0001350.intron2	jg3132.t1.intron2	FBtr0223038.intron2	jg357.t1.intron2	FBtr0077822.intron2	jg273.t1.intron2
OG0001350.intron3	jg3132.t1.intron3	FBtr0223038.intron3	jg357.t1.intron3	FBtr0077822.intron3	jg273.t1.intron3
OG0001350.intron4	jg3132.t1.intron4	FBtr0223038.intron4	jg357.t1.intron4	FBtr0077822.intron4	jg273.t1.intron4
OG0001350.intron5	jg3132.t1.intron5	FBtr0223038.intron5	jg357.t1.intron5	FBtr0077822.intron5	jg273.t1.intron5
OG0001351.intron5	jg3133.t1.intron5	FBtr0352608.intron1	jg359.t1.intron1	FBtr0077826.intron1	jg274.t1.intron5
OG0001351.intron6	jg3133.t1.intron6	FBtr0352608.intron2	jg359.t1.intron2	FBtr0077826.intron2	jg274.t1.intron6
OG0001351.intron7	jg3133.t1.intron7	FBtr0352608.intron3	jg359.t1.intron3	FBtr0077826.intron3	jg274.t1.intron7
OG0001353.intron1	jg3136.t1.intron1	FBtr0223041.intron1	jg361.t1.intron1	FBtr0077827.intron1	jg276.t1.intron1
OG0001355.intron1	jg3138.t1.intron1	FBtr0359043.intron1	jg363.t1.intron1	FBtr0077828.intron1	jg278.t1.intron1
OG0001355.intron2	jg3138.t1.intron2	FBtr0359043.intron2	jg363.t1.intron2	FBtr0077828.intron2	jg278.t1.intron2
OG0001355.intron3	jg3138.t1.intron3	FBtr0359043.intron3	jg363.t1.intron3	FBtr0077828.intron3	jg278.t1.intron3
OG0001356.intron1	jg3139.t1.intron1	FBtr0222783.intron1	jg364.t1.intron1	FBtr0301660.intron1	jg279.t2.intron1
OG0001356.intron2	jg3139.t1.intron2	FBtr0222783.intron2	jg364.t1.intron2	FBtr0301660.intron2	jg279.t2.intron2
OG0001356.intron3	jg3139.t1.intron3	FBtr0222783.intron3	jg364.t1.intron3	FBtr0301660.intron3	jg279.t2.intron3
OG0001356.intron4	jg3139.t1.intron4	FBtr0222783.intron4	jg364.t1.intron4	FBtr0301660.intron4	jg279.t2.intron4
OG0001356.intron5	jg3139.t1.intron5	FBtr0222783.intron5	jg364.t1.intron5	FBtr0301660.intron5	jg279.t2.intron5
OG0001356.intron6	jg3139.t1.intron6	FBtr0222783.intron6	jg364.t1.intron6	FBtr0301660.intron6	jg279.t2.intron6
OG0001356.intron7	jg3139.t1.intron7	FBtr0222783.intron7	jg364.t1.intron7	FBtr0301660.intron7	jg279.t2.intron7
OG0001356.intron8	jg3139.t1.intron8	FBtr0222783.intron8	jg364.t1.intron8	FBtr0301660.intron8	jg279.t2.intron8
OG0001356.intron9	jg3139.t1.intron9	FBtr0222783.intron9	jg364.t1.intron9	FBtr0301660.intron9	jg279.t2.intron9
OG0001356.intron10	jg3139.t1.intron10	FBtr0222783.intron10	jg364.t1.intron10	FBtr0301660.intron10	jg279.t2.intron10
OG0001356.intron11	jg3139.t1.intron11	FBtr0222783.intron11	jg364.t1.intron11	FBtr0301660.intron11	jg279.t2.intron11
OG0001356.intron12	jg3139.t1.intron12	FBtr0222783.intron12	jg364.t1.intron12	FBtr0301660.intron12	jg279.t2.intron12
OG0001356.intron13	jg3139.t1.intron13	FBtr0222783.intron13	jg364.t1.intron13	FBtr0301660.intron13	jg279.t2.intron13
OG0001356.intron14	jg3139.t1.intron14	FBtr0222783.intron14	jg364.t1.intron14	FBtr0301660.intron14	jg279.t2.intron14
OG0001357.intron1	jg3140.t1.intron1	FBtr0222782.intron1	jg365.t1.intron1	FBtr0077852.intron1	jg280.t1.intron1
OG0001358.intron1	jg3141.t1.intron1	FBtr0223043.intron1	jg366.t1.intron1	FBtr0077829.intron1	jg281.t1.intron1
OG0001358.intron2	jg3141.t1.intron2	FBtr0223043.intron2	jg366.t1.intron2	FBtr0077829.intron2	jg281.t1.intron2
OG0001358.intron3	jg3141.t1.intron3	FBtr0223043.intron3	jg366.t1.intron3	FBtr0077829.intron3	jg281.t1.intron3
OG0001358.intron4	jg3141.t1.intron4	FBtr0223043.intron4	jg366.t1.intron4	FBtr0077829.intron4	jg281.t1.intron4
OG0001359.intron1	jg3142.t1.intron1	FBtr0353995.intron1	jg367.t1.intron1	FBtr0077831.intron1	jg282.t1.intron1
OG0001359.intron2	jg3142.t1.intron2	FBtr0353995.intron2	jg367.t1.intron2	FBtr0077831.intron2	jg282.t1.intron2
OG0001359.intron3	jg3142.t1.intron3	FBtr0353995.intron3	jg367.t1.intron3	FBtr0077831.intron3	jg282.t1.intron3
OG0001359.intron4	jg3142.t1.intron4	FBtr0353995.intron4	jg367.t1.intron4	FBtr0077831.intron4	jg282.t1.intron4
OG0001359.intron5	jg3142.t1.intron5	FBtr0353995.intron5	jg367.t1.intron5	FBtr0077831.intron5	jg282.t1.intron5
OG0001359.intron6	jg3142.t1.intron6	FBtr0353995.intron6	jg367.t1.intron6	FBtr0077831.intron6	jg282.t1.intron6
OG0001361.intron1	jg3144.t1.intron1	FBtr0351129.intron1	jg369.t1.intron1	FBtr0077850.intron1	jg284.t1.intron1
OG0001361.intron2	jg3144.t1.intron2	FBtr0351129.intron2	jg369.t1.intron2	FBtr0077850.intron2	jg284.t1.intron2
OG0001362.intron1	jg3146.t1.intron1	FBtr0349410.intron1	jg372.t1.intron1	FBtr0330664.intron1	jg287.t1.intron1
OG0001362.intron2	jg3146.t1.intron2	FBtr0349410.intron2	jg372.t1.intron2	FBtr0330664.intron2	jg287.t1.intron2
OG0001362.intron3	jg3146.t1.intron3	FBtr0349410.intron3	jg372.t1.intron3	FBtr0330664.intron3	jg287.t1.intron3
OG0001363.intron1	jg3148.t1.intron1	FBtr0222776.intron1	jg374.t1.intron1	FBtr0077845.intron1	jg289.t1.intron1
OG0001363.intron2	jg3148.t1.intron2	FBtr0222776.intron2	jg374.t1.intron2	FBtr0077845.intron2	jg289.t1.intron2
OG0001363.intron3	jg3148.t1.intron3	FBtr0222776.intron3	jg374.t1.intron3	FBtr0077845.intron3	jg289.t1.intron3
OG0001363.intron4	jg3148.t1.intron4	FBtr0222776.intron4	jg374.t1.intron4	FBtr0077845.intron4	jg289.t1.intron4
OG0001364.intron1	jg3149.t1.intron1	FBtr0222775.intron1	jg375.t1.intron1	FBtr0077844.intron1	jg290.t1.intron1
OG0001364.intron2	jg3149.t1.intron2	FBtr0222775.intron2	jg375.t1.intron2	FBtr0077844.intron2	jg290.t1.intron2
OG0001364.intron3	jg3149.t1.intron3	FBtr0222775.intron3	jg375.t1.intron3	FBtr0077844.intron3	jg290.t1.intron3
OG0001365.intron1	jg3150.t1.intron1	FBtr0223046.intron1	jg376.t1.intron1	FBtr0112365.intron1	jg291.t1.intron1
OG0001365.intron2	jg3150.t1.intron2	FBtr0223046.intron2	jg376.t1.intron2	FBtr0112365.intron2	jg291.t1.intron2
OG0001366.intron1	jg3151.t1.intron1	FBtr0222774.intron1	jg377.t1.intron1	FBtr0077843.intron1	jg292.t1.intron1
OG0001368.intron1	jg3153.t1.intron1	FBtr0223047.intron1	jg379.t1.intron1	FBtr0077835.intron1	jg294.t1.intron1
OG0001368.intron2	jg3153.t1.intron2	FBtr0223047.intron2	jg379.t1.intron2	FBtr0077835.intron2	jg294.t1.intron2
OG0001368.intron3	jg3153.t1.intron3	FBtr0223047.intron3	jg379.t1.intron3	FBtr0077835.intron3	jg294.t1.intron3
OG0001368.intron4	jg3153.t1.intron4	FBtr0223047.intron4	jg379.t1.intron4	FBtr0077835.intron4	jg294.t1.intron4
OG0001368.intron5	jg3153.t1.intron5	FBtr0223047.intron5	jg379.t1.intron5	FBtr0077835.intron5	jg294.t1.intron5
OG0001368.intron6	jg3153.t1.intron6	FBtr0223047.intron6	jg379.t1.intron6	FBtr0077835.intron6	jg294.t1.intron6
OG0001369.intron1	jg3154.t1.intron1	FBtr0223048.intron1	jg380.t1.intron1	FBtr0077836.intron1	jg295.t1.intron1
OG0001369.intron2	jg3154.t1.intron2	FBtr0223048.intron2	jg380.t1.intron2	FBtr0077836.intron2	jg295.t1.intron2
