OG	Dsan_STOCAGO1482	Dsim_w501	Dtei_GT53w	Dyak_NY73PB	Dmel_ISO1
OG0001546.intron2	jg4834.t1.intron2	FBtr0360697.intron2	jg13938.t1.intron2	jg14516.t1.intron2	FBtr0077882.intron2
OG0001548.intron1	jg4821.t1.intron1	FBtr0222803.intron1	jg13923.t1.intron1	jg14527.t1.intron1	FBtr0077888.intron1
OG0001550.intron2	jg4814.t2.intron3	FBtr0354674.intron2	jg13913.t1.intron4	jg14532.t1.intron3	FBtr0089786.intron2
OG0001550.intron3	jg4814.t2.intron4	FBtr0354674.intron3	jg13913.t1.intron5	jg14532.t1.intron4	FBtr0089786.intron3
OG0001550.intron4	jg4814.t2.intron5	FBtr0354674.intron4	jg13913.t1.intron6	jg14532.t1.intron5	FBtr0089786.intron4
OG0001550.intron5	jg4814.t2.intron6	FBtr0354674.intron5	jg13913.t1.intron7	jg14532.t1.intron6	FBtr0089786.intron5
OG0001550.intron6	jg4814.t2.intron7	FBtr0354674.intron6	jg13913.t1.intron8	jg14532.t1.intron7	FBtr0089786.intron6
OG0001550.intron7	jg4814.t2.intron8	FBtr0354674.intron7	jg13913.t1.intron9	jg14532.t1.intron8	FBtr0089786.intron7
OG0001550.intron10	jg4814.t2.intron11	FBtr0354674.intron10	jg13913.t1.intron12	jg14532.t1.intron11	FBtr0089786.intron10
OG0001551.intron2	jg4813.t1.intron3	FBtr0355722.intron5	jg13912.t1.intron2	jg14533.t1.intron3	FBtr0077893.intron5
OG0001551.intron3	jg4813.t1.intron4	FBtr0355722.intron6	jg13912.t1.intron3	jg14533.t1.intron4	FBtr0077893.intron6
OG0001551.intron4	jg4813.t1.intron5	FBtr0355722.intron7	jg13912.t1.intron4	jg14533.t1.intron5	FBtr0077893.intron7
OG0001551.intron5	jg4813.t1.intron6	FBtr0355722.intron8	jg13912.t1.intron5	jg14533.t1.intron6	FBtr0077893.intron8
OG0001551.intron6	jg4813.t1.intron7	FBtr0355722.intron9	jg13912.t1.intron6	jg14533.t1.intron7	FBtr0077893.intron9
OG0001554.intron8	jg4808.t2.intron9	FBtr0358494.intron8	jg13905.t1.intron3	jg14537.t1.intron8	FBtr0333006.intron8
OG0001554.intron9	jg4808.t2.intron10	FBtr0358494.intron9	jg13905.t1.intron4	jg14537.t1.intron9	FBtr0333006.intron9
OG0001554.intron10	jg4808.t2.intron11	FBtr0358494.intron10	jg13905.t1.intron5	jg14537.t1.intron10	FBtr0333006.intron10
OG0001554.intron11	jg4808.t2.intron12	FBtr0358494.intron11	jg13905.t1.intron6	jg14537.t1.intron11	FBtr0333006.intron11
OG0001554.intron12	jg4808.t2.intron13	FBtr0358494.intron12	jg13905.t1.intron7	jg14537.t1.intron12	FBtr0333006.intron12
OG0001554.intron15	jg4808.t2.intron16	FBtr0358494.intron15	jg13905.t1.intron11	jg14537.t1.intron15	FBtr0333006.intron15
OG0001554.intron16	jg4808.t2.intron17	FBtr0358494.intron16	jg13905.t1.intron12	jg14537.t1.intron16	FBtr0333006.intron16
OG0001558.intron1	jg4803.t1.intron1	FBtr0223030.intron1	jg13898.t1.intron1	jg14542.t1.intron1	FBtr0077813.intron1
OG0001558.intron2	jg4803.t1.intron2	FBtr0223030.intron2	jg13898.t1.intron2	jg14542.t1.intron2	FBtr0077813.intron2
OG0001558.intron3	jg4803.t1.intron3	FBtr0223030.intron3	jg13898.t1.intron3	jg14542.t1.intron3	FBtr0077813.intron3
OG0001560.intron1	jg4801.t1.intron1	FBtr0223031.intron1	jg13895.t1.intron1	jg14544.t1.intron1	FBtr0077814.intron1
OG0001560.intron2	jg4801.t1.intron2	FBtr0223031.intron2	jg13895.t1.intron2	jg14544.t1.intron2	FBtr0077814.intron2
OG0001561.intron4	jg4800.t1.intron4	FBtr0223033.intron3	jg13894.t1.intron5	jg14545.t1.intron4	FBtr0077815.intron3
OG0001562.intron4	jg4799.t1.intron4	FBtr0359435.intron4	jg13893.t1.intron1	jg14546.t1.intron4	FBtr0077868.intron4
OG0001564.intron1	jg4796.t1.intron1	FBtr0357360.intron1	jg13887.t1.intron1	jg14548.t1.intron1	FBtr0100503.intron1
OG0001565.intron3	jg4795.t1.intron3	FBtr0362656.intron3	jg13886.t1.intron2	jg14549.t1.intron2	FBtr0309285.intron3
OG0001565.intron4	jg4795.t1.intron4	FBtr0362656.intron4	jg13886.t1.intron3	jg14549.t1.intron3	FBtr0309285.intron4
OG0001565.intron5	jg4795.t1.intron5	FBtr0362656.intron5	jg13886.t1.intron4	jg14549.t1.intron4	FBtr0309285.intron5
OG0001565.intron6	jg4795.t1.intron6	FBtr0362656.intron6	jg13886.t1.intron5	jg14549.t1.intron5	FBtr0309285.intron6
OG0001566.intron2	jg4794.t1.intron2	FBtr0347871.intron2	jg13885.t1.intron2	jg14551.t1.intron3	FBtr0301066.intron2
OG0001566.intron3	jg4794.t1.intron3	FBtr0347871.intron3	jg13885.t1.intron3	jg14551.t1.intron4	FBtr0301066.intron3
OG0001566.intron4	jg4794.t1.intron4	FBtr0347871.intron4	jg13885.t1.intron4	jg14551.t1.intron5	FBtr0301066.intron4
OG0001566.intron5	jg4794.t1.intron5	FBtr0347871.intron5	jg13885.t1.intron5	jg14551.t1.intron6	FBtr0301066.intron5
OG0001566.intron6	jg4794.t1.intron6	FBtr0347871.intron6	jg13885.t1.intron6	jg14551.t1.intron7	FBtr0301066.intron6
OG0001566.intron7	jg4794.t1.intron7	FBtr0347871.intron7	jg13885.t1.intron7	jg14551.t1.intron8	FBtr0301066.intron7
OG0001566.intron8	jg4794.t1.intron8	FBtr0347871.intron8	jg13885.t1.intron8	jg14551.t1.intron9	FBtr0301066.intron8
OG0001568.intron1	jg4791.t1.intron1	FBtr0223038.intron1	jg13882.t1.intron1	jg14553.t1.intron1	FBtr0077822.intron1
OG0001568.intron4	jg4791.t1.intron4	FBtr0223038.intron4	jg13882.t1.intron5	jg14553.t1.intron4	FBtr0077822.intron4
OG0001568.intron5	jg4791.t1.intron5	FBtr0223038.intron5	jg13882.t1.intron6	jg14553.t1.intron5	FBtr0077822.intron5
OG0001569.intron2	jg4790.t1.intron6	FBtr0352608.intron2	jg13879.t1.intron2	jg14555.t1.intron2	FBtr0077826.intron2
OG0001569.intron3	jg4790.t1.intron7	FBtr0352608.intron3	jg13879.t1.intron3	jg14555.t1.intron3	FBtr0077826.intron3
OG0001570.intron6	jg4789.t1.intron6	FBtr0355401.intron5	jg13878.t1.intron2	jg14556.t1.intron6	FBtr0300671.intron5
OG0001571.intron1	jg4788.t1.intron1	FBtr0223041.intron1	jg13876.t1.intron1	jg14557.t1.intron1	FBtr0077827.intron1
OG0001573.intron1	jg4786.t1.intron1	FBtr0359043.intron1	jg13872.t1.intron1	jg14559.t1.intron1	FBtr0077828.intron1
OG0001574.intron1	jg4785.t2.intron1	FBtr0222783.intron1	jg13869.t1.intron1	jg14560.t2.intron1	FBtr0301660.intron1
OG0001574.intron2	jg4785.t2.intron2	FBtr0222783.intron2	jg13869.t1.intron2	jg14560.t2.intron2	FBtr0301660.intron2
OG0001574.intron4	jg4785.t2.intron4	FBtr0222783.intron4	jg13869.t1.intron4	jg14560.t2.intron4	FBtr0301660.intron4
OG0001574.intron5	jg4785.t2.intron5	FBtr0222783.intron5	jg13869.t1.intron5	jg14560.t2.intron5	FBtr0301660.intron5
OG0001574.intron6	jg4785.t2.intron6	FBtr0222783.intron6	jg13869.t1.intron6	jg14560.t2.intron6	FBtr0301660.intron6
OG0001574.intron7	jg4785.t2.intron7	FBtr0222783.intron7	jg13869.t1.intron7	jg14560.t2.intron7	FBtr0301660.intron7
OG0001575.intron1	jg4784.t1.intron1	FBtr0222782.intron1	jg13868.t1.intron1	jg14561.t1.intron1	FBtr0077852.intron1
OG0001576.intron2	jg4783.t1.intron2	FBtr0223043.intron2	jg13867.t1.intron3	jg14562.t1.intron2	FBtr0077829.intron2
OG0001576.intron3	jg4783.t1.intron3	FBtr0223043.intron3	jg13867.t1.intron4	jg14562.t1.intron3	FBtr0077829.intron3
OG0001577.intron1	jg4782.t1.intron1	FBtr0353995.intron1	jg13866.t1.intron1	jg14563.t1.intron1	FBtr0077831.intron1
OG0001577.intron2	jg4782.t1.intron2	FBtr0353995.intron2	jg13866.t1.intron2	jg14563.t1.intron2	FBtr0077831.intron2
OG0001577.intron3	jg4782.t1.intron3	FBtr0353995.intron3	jg13866.t1.intron3	jg14563.t1.intron3	FBtr0077831.intron3
OG0001577.intron4	jg4782.t1.intron4	FBtr0353995.intron4	jg13866.t1.intron4	jg14563.t1.intron4	FBtr0077831.intron4
OG0001580.intron1	jg4776.t2.intron1	FBtr0349410.intron1	jg13861.t1.intron1	jg14570.t2.intron1	FBtr0330664.intron1
OG0001580.intron2	jg4776.t2.intron2	FBtr0349410.intron2	jg13861.t1.intron2	jg14570.t2.intron2	FBtr0330664.intron2
OG0001580.intron3	jg4776.t2.intron3	FBtr0349410.intron3	jg13861.t1.intron3	jg14570.t2.intron3	FBtr0330664.intron3
OG0001581.intron1	jg4774.t1.intron1	FBtr0222776.intron1	jg13859.t1.intron1	jg14572.t1.intron1	FBtr0077845.intron1
OG0001581.intron2	jg4774.t1.intron2	FBtr0222776.intron2	jg13859.t1.intron2	jg14572.t1.intron2	FBtr0077845.intron2
OG0001582.intron1	jg4773.t1.intron1	FBtr0222775.intron1	jg13858.t1.intron1	jg14573.t1.intron1	FBtr0077844.intron1
OG0001582.intron2	jg4773.t1.intron2	FBtr0222775.intron2	jg13858.t1.intron2	jg14573.t1.intron2	FBtr0077844.intron2
OG0001582.intron3	jg4773.t1.intron3	FBtr0222775.intron3	jg13858.t1.intron3	jg14573.t1.intron3	FBtr0077844.intron3
OG0001583.intron1	jg4772.t1.intron1	FBtr0223046.intron1	jg13857.t1.intron1	jg14574.t1.intron1	FBtr0112365.intron1
OG0001583.intron2	jg4772.t1.intron2	FBtr0223046.intron2	jg13857.t1.intron2	jg14574.t1.intron2	FBtr0112365.intron2
OG0001584.intron1	jg4771.t1.intron1	FBtr0222774.intron1	jg13856.t1.intron1	jg14575.t1.intron1	FBtr0077843.intron1
OG0001586.intron1	jg4769.t1.intron1	FBtr0223047.intron1	jg13854.t1.intron1	jg14577.t1.intron1	FBtr0077835.intron1
OG0001586.intron2	jg4769.t1.intron2	FBtr0223047.intron2	jg13854.t1.intron2	jg14577.t1.intron2	FBtr0077835.intron2
OG0001586.intron5	jg4769.t1.intron5	FBtr0223047.intron5	jg13854.t1.intron7	jg14577.t1.intron5	FBtr0077835.intron5
OG0001586.intron6	jg4769.t1.intron6	FBtr0223047.intron6	jg13854.t1.intron8	jg14577.t1.intron6	FBtr0077835.intron6
OG0001587.intron1	jg4768.t1.intron1	FBtr0223048.intron1	jg13853.t1.intron1	jg14578.t1.intron1	FBtr0077836.intron1
OG0001587.intron2	jg4768.t1.intron2	FBtr0223048.intron2	jg13853.t1.intron2	jg14578.t1.intron2	FBtr0077836.intron2
OG0001588.intron1	jg4766.t1.intron1	FBtr0223049.intron1	jg13851.t1.intron1	jg14580.t1.intron1	FBtr0077840.intron1
OG0001588.intron2	jg4766.t1.intron2	FBtr0223049.intron2	jg13851.t1.intron2	jg14580.t1.intron2	FBtr0077840.intron2
OG0001588.intron3	jg4766.t1.intron3	FBtr0223049.intron3	jg13851.t1.intron3	jg14580.t1.intron3	FBtr0077840.intron3
OG0001588.intron4	jg4766.t1.intron4	FBtr0223049.intron4	jg13851.t1.intron4	jg14580.t1.intron4	FBtr0077840.intron4
OG0001591.intron1	jg4760.t1.intron1	FBtr0223053.intron1	jg13840.t1.intron1	jg14586.t1.intron1	FBtr0077754.intron1
OG0001591.intron2	jg4760.t1.intron2	FBtr0223053.intron2	jg13840.t1.intron2	jg14586.t1.intron2	FBtr0077754.intron2
OG0001592.intron2	jg4759.t1.intron2	FBtr0222759.intron2	jg13839.t1.intron2	jg14587.t1.intron2	FBtr0302372.intron2
OG0001598.intron2	jg4750.t1.intron5	FBtr0222752.intron2	jg13831.t1.intron3	jg14595.t1.intron2	FBtr0077799.intron2
OG0001599.intron3	jg4749.t1.intron3	FBtr0348762.intron3	jg13830.t1.intron2	jg14597.t1.intron2	FBtr0344662.intron3
OG0001599.intron4	jg4749.t1.intron4	FBtr0348762.intron4	jg13830.t1.intron3	jg14597.t1.intron3	FBtr0344662.intron4
OG0001599.intron5	jg4749.t1.intron5	FBtr0348762.intron5	jg13830.t1.intron4	jg14597.t1.intron4	FBtr0344662.intron5
OG0001599.intron6	jg4749.t1.intron6	FBtr0348762.intron6	jg13830.t1.intron5	jg14597.t1.intron5	FBtr0344662.intron6
OG0001599.intron9	jg4749.t1.intron9	FBtr0348762.intron9	jg13830.t1.intron9	jg14597.t1.intron8	FBtr0344662.intron9
OG0001599.intron10	jg4749.t1.intron10	FBtr0348762.intron10	jg13830.t1.intron10	jg14597.t1.intron9	FBtr0344662.intron10
OG0001599.intron11	jg4749.t1.intron11	FBtr0348762.intron11	jg13830.t1.intron11	jg14597.t1.intron10	FBtr0344662.intron11
OG0001599.intron12	jg4749.t1.intron12	FBtr0348762.intron12	jg13830.t1.intron12	jg14597.t1.intron11	FBtr0344662.intron12
OG0001600.intron1	jg4748.t1.intron3	FBtr0222751.intron1	jg13829.t1.intron3	jg14598.t1.intron1	FBtr0077793.intron1
OG0001600.intron2	jg4748.t1.intron4	FBtr0222751.intron2	jg13829.t1.intron4	jg14598.t1.intron2	FBtr0077793.intron2
OG0001601.intron1	jg4747.t1.intron1	FBtr0223058.intron1	jg13828.t1.intron1	jg14599.t1.intron1	FBtr0077762.intron1
OG0001602.intron2	jg4746.t1.intron2	FBtr0222750.intron2	jg13827.t1.intron2	jg14600.t1.intron2	FBtr0330667.intron2
OG0001603.intron1	jg4745.t1.intron3	FBtr0351592.intron1	jg13826.t1.intron3	jg14601.t1.intron1	FBtr0077791.intron1
OG0001603.intron2	jg4745.t1.intron4	FBtr0351592.intron2	jg13826.t1.intron4	jg14601.t1.intron2	FBtr0077791.intron2
OG0001603.intron3	jg4745.t1.intron5	FBtr0351592.intron3	jg13826.t1.intron5	jg14601.t1.intron3	FBtr0077791.intron3
OG0001605.intron2	jg4742.t1.intron2	FBtr0223062.intron2	jg13821.t1.intron2	jg14605.t1.intron2	FBtr0077767.intron2
OG0001608.intron1	jg4739.t1.intron1	FBtr0223064.intron1	jg13817.t1.intron1	jg14609.t1.intron1	FBtr0077769.intron1
OG0001608.intron2	jg4739.t1.intron2	FBtr0223064.intron2	jg13817.t1.intron2	jg14609.t1.intron2	FBtr0077769.intron2
OG0001608.intron3	jg4739.t1.intron3	FBtr0223064.intron3	jg13817.t1.intron3	jg14609.t1.intron3	FBtr0077769.intron3
OG0001608.intron4	jg4739.t1.intron4	FBtr0223064.intron4	jg13817.t1.intron4	jg14609.t1.intron4	FBtr0077769.intron4
OG0001608.intron5	jg4739.t1.intron5	FBtr0223064.intron5	jg13817.t1.intron5	jg14609.t1.intron5	FBtr0077769.intron5
OG0001609.intron1	jg4738.t1.intron1	FBtr0350387.intron1	jg13816.t1.intron1	jg14610.t1.intron1	FBtr0307079.intron1
OG0001609.intron2	jg4738.t1.intron2	FBtr0350387.intron2	jg13816.t1.intron2	jg14610.t1.intron2	FBtr0307079.intron2
OG0001609.intron3	jg4738.t1.intron3	FBtr0350387.intron3	jg13816.t1.intron3	jg14610.t1.intron3	FBtr0307079.intron3
OG0001610.intron1	jg4735.t1.intron1	FBtr0223065.intron1	jg13813.t1.intron1	jg14615.t1.intron1	FBtr0077770.intron1
OG0001613.intron1	jg4728.t1.intron1	FBtr0223069.intron1	jg13808.t1.intron1	jg14622.t1.intron1	FBtr0077780.intron1
OG0001613.intron2	jg4728.t1.intron2	FBtr0223069.intron2	jg13808.t1.intron2	jg14622.t1.intron2	FBtr0077780.intron2
OG0001614.intron1	jg4725.t1.intron1	FBtr0222738.intron1	jg13806.t1.intron1	jg14623.t1.intron1	FBtr0077781.intron1
OG0001617.intron2	jg4718.t1.intron2	FBtr0222730.intron2	jg13800.t1.intron2	jg14630.t1.intron2	FBtr0077745.intron2
OG0001617.intron3	jg4718.t1.intron3	FBtr0222730.intron3	jg13800.t1.intron3	jg14630.t1.intron3	FBtr0077745.intron3
OG0001618.intron1	jg4717.t1.intron1	FBtr0223072.intron1	jg13799.t1.intron1	jg14631.t1.intron1	FBtr0077694.intron1
OG0001619.intron1	jg4716.t1.intron1	FBtr0222729.intron1	jg13798.t1.intron1	jg14632.t1.intron1	FBtr0077744.intron1
OG0001619.intron6	jg4716.t1.intron6	FBtr0222729.intron6	jg13798.t1.intron8	jg14632.t1.intron6	FBtr0077744.intron6
OG0001619.intron7	jg4716.t1.intron7	FBtr0222729.intron7	jg13798.t1.intron9	jg14632.t1.intron7	FBtr0077744.intron7
OG0001621.intron1	jg4713.t1.intron1	FBtr0223074.intron1	jg13794.t1.intron1	jg14635.t1.intron1	FBtr0114513.intron1
OG0001629.intron2	jg4698.t1.intron2	FBtr0348328.intron2	jg13778.t1.intron2	jg14653.t1.intron2	FBtr0334161.intron3
OG0001629.intron3	jg4698.t1.intron3	FBtr0348328.intron3	jg13778.t1.intron3	jg14653.t1.intron3	FBtr0334161.intron4
OG0001629.intron6	jg4698.t1.intron6	FBtr0348328.intron6	jg13778.t1.intron7	jg14653.t1.intron6	FBtr0334161.intron7
OG0001629.intron7	jg4698.t1.intron7	FBtr0348328.intron7	jg13778.t1.intron8	jg14653.t1.intron7	FBtr0334161.intron8
OG0001629.intron8	jg4698.t1.intron8	FBtr0348328.intron8	jg13778.t1.intron9	jg14653.t1.intron8	FBtr0334161.intron9
OG0001629.intron9	jg4698.t1.intron9	FBtr0348328.intron9	jg13778.t1.intron10	jg14653.t1.intron9	FBtr0334161.intron10
OG0001630.intron1	jg4697.t1.intron1	FBtr0223085.intron1	jg13777.t1.intron1	jg14654.t1.intron1	FBtr0089750.intron1
OG0001630.intron2	jg4697.t1.intron2	FBtr0223085.intron2	jg13777.t1.intron2	jg14654.t1.intron2	FBtr0089750.intron2
OG0001630.intron3	jg4697.t1.intron3	FBtr0223085.intron3	jg13777.t1.intron3	jg14654.t1.intron3	FBtr0089750.intron3
OG0001630.intron4	jg4697.t1.intron4	FBtr0223085.intron4	jg13777.t1.intron4	jg14654.t1.intron4	FBtr0089750.intron4
OG0001631.intron1	jg4695.t1.intron1	FBtr0223086.intron1	jg13775.t1.intron1	jg14656.t1.intron1	FBtr0077712.intron1
OG0001632.intron1	jg4693.t1.intron1	FBtr0223087.intron1	jg13772.t1.intron1	jg14658.t1.intron1	FBtr0077713.intron1
OG0001632.intron2	jg4693.t1.intron2	FBtr0223087.intron2	jg13772.t1.intron2	jg14658.t1.intron2	FBtr0077713.intron2
OG0001635.intron1	jg4690.t1.intron1	FBtr0223088.intron1	jg13769.t1.intron1	jg14661.t1.intron1	FBtr0077715.intron1
OG0001635.intron2	jg4690.t1.intron2	FBtr0223088.intron2	jg13769.t1.intron2	jg14661.t1.intron2	FBtr0077715.intron2
OG0001635.intron3	jg4690.t1.intron3	FBtr0223088.intron3	jg13769.t1.intron3	jg14661.t1.intron3	FBtr0077715.intron3
OG0001635.intron4	jg4690.t1.intron4	FBtr0223088.intron4	jg13769.t1.intron4	jg14661.t1.intron4	FBtr0077715.intron4
OG0001636.intron2	jg4689.t1.intron2	FBtr0358001.intron2	jg13768.t1.intron2	jg14662.t1.intron1	FBtr0077736.intron2
OG0001636.intron3	jg4689.t1.intron3	FBtr0358001.intron3	jg13768.t1.intron3	jg14662.t1.intron2	FBtr0077736.intron3
OG0001639.intron1	jg4686.t1.intron1	FBtr0223091.intron1	jg13765.t1.intron1	jg14665.t1.intron1	FBtr0077717.intron1
OG0001642.intron1	jg4682.t1.intron1	FBtr0348345.intron1	jg13760.t1.intron1	jg14669.t1.intron1	FBtr0077726.intron1
OG0001642.intron3	jg4682.t1.intron3	FBtr0348345.intron3	jg13760.t1.intron3	jg14669.t1.intron3	FBtr0077726.intron3
OG0001642.intron4	jg4682.t1.intron4	FBtr0348345.intron4	jg13760.t1.intron4	jg14669.t1.intron4	FBtr0077726.intron4
OG0001643.intron2	jg4667.t1.intron2	FBtr0223099.intron2	jg3433.t1.intron2	jg14683.t1.intron2	FBtr0077625.intron2
OG0001643.intron3	jg4667.t1.intron3	FBtr0223099.intron3	jg3433.t1.intron3	jg14683.t1.intron3	FBtr0077625.intron3
OG0001643.intron4	jg4667.t1.intron4	FBtr0223099.intron4	jg3433.t1.intron4	jg14683.t1.intron4	FBtr0077625.intron4
OG0001644.intron1	jg4664.t1.intron1	FBtr0355080.intron1	jg3430.t1.intron1	jg14686.t1.intron1	FBtr0077685.intron1
OG0001644.intron2	jg4664.t1.intron2	FBtr0355080.intron2	jg3430.t1.intron2	jg14686.t1.intron2	FBtr0077685.intron2
OG0001649.intron1	jg4660.t1.intron1	FBtr0347970.intron1	jg3426.t1.intron1	jg14690.t1.intron1	FBtr0077631.intron1
OG0001651.intron6	jg4658.t1.intron6	FBtr0359501.intron3	jg3423.t1.intron3	jg14693.t1.intron3	FBtr0077632.intron3
OG0001653.intron1	jg4654.t1.intron1	FBtr0358970.intron1	jg3418.t1.intron1	jg14697.t1.intron1	FBtr0290241.intron1
OG0001655.intron1	jg4651.t1.intron1	FBtr0223107.intron1	jg3415.t1.intron1	jg14700.t1.intron1	FBtr0077642.intron1
OG0001657.intron2	jg4649.t1.intron2	FBtr0360193.intron2	jg3411.t1.intron2	jg14702.t1.intron2	FBtr0305980.intron2
OG0001657.intron3	jg4649.t1.intron3	FBtr0360193.intron3	jg3411.t1.intron3	jg14702.t1.intron3	FBtr0305980.intron3
OG0001657.intron6	jg4649.t1.intron6	FBtr0360193.intron7	jg3411.t1.intron3	jg14702.t1.intron6	FBtr0305980.intron6
OG0001658.intron1	jg4648.t1.intron1	FBtr0211912.intron1	jg3410.t1.intron1	jg14703.t1.intron1	FBtr0077643.intron1
OG0001658.intron2	jg4648.t1.intron2	FBtr0211912.intron2	jg3410.t1.intron2	jg14703.t1.intron2	FBtr0077643.intron2
OG0001658.intron3	jg4648.t1.intron3	FBtr0211912.intron3	jg3410.t1.intron3	jg14703.t1.intron3	FBtr0077643.intron3
OG0001658.intron4	jg4648.t1.intron4	FBtr0211912.intron4	jg3410.t1.intron4	jg14703.t1.intron4	FBtr0077643.intron4
OG0001659.intron2	jg4647.t1.intron1	FBtr0211911.intron2	jg3409.t1.intron2	jg14704.t1.intron1	FBtr0077673.intron2
OG0001659.intron3	jg4647.t1.intron2	FBtr0211911.intron3	jg3409.t1.intron3	jg14704.t1.intron2	FBtr0077673.intron3
OG0001659.intron4	jg4647.t1.intron3	FBtr0211911.intron4	jg3409.t1.intron4	jg14704.t1.intron3	FBtr0077673.intron4
OG0001659.intron5	jg4647.t1.intron4	FBtr0211911.intron5	jg3409.t1.intron5	jg14704.t1.intron4	FBtr0077673.intron5
OG0001660.intron1	jg4646.t2.intron1	FBtr0357012.intron1	jg3408.t1.intron1	jg14705.t1.intron1	FBtr0273230.intron1
OG0001660.intron2	jg4646.t2.intron2	FBtr0357012.intron2	jg3408.t1.intron2	jg14705.t1.intron2	FBtr0273230.intron2
OG0001660.intron3	jg4646.t2.intron3	FBtr0357012.intron3	jg3408.t1.intron3	jg14705.t1.intron3	FBtr0273230.intron3
OG0001661.intron1	jg4645.t1.intron1	FBtr0352782.intron1	jg3405.t1.intron1	jg14708.t1.intron1	FBtr0077671.intron1
OG0001661.intron2	jg4645.t1.intron2	FBtr0352782.intron2	jg3405.t1.intron2	jg14708.t1.intron2	FBtr0077671.intron2
OG0001661.intron3	jg4645.t1.intron3	FBtr0352782.intron3	jg3405.t1.intron3	jg14708.t1.intron3	FBtr0077671.intron3
OG0001661.intron4	jg4645.t1.intron4	FBtr0352782.intron4	jg3405.t1.intron4	jg14708.t1.intron4	FBtr0077671.intron4
OG0001661.intron5	jg4645.t1.intron5	FBtr0352782.intron5	jg3405.t1.intron5	jg14708.t1.intron5	FBtr0077671.intron5
OG0001662.intron2	jg4644.t1.intron2	FBtr0353429.intron2	jg3404.t2.intron3	jg14709.t1.intron2	FBtr0077647.intron2
OG0001663.intron1	jg4643.t1.intron1	FBtr0211909.intron1	jg3403.t1.intron1	jg14710.t1.intron1	FBtr0077670.intron1
OG0001664.intron1	jg4642.t1.intron1	FBtr0211916.intron1	jg3402.t1.intron1	jg14711.t1.intron1	FBtr0077648.intron1
OG0001664.intron2	jg4642.t1.intron2	FBtr0211916.intron2	jg3402.t1.intron2	jg14711.t1.intron2	FBtr0077648.intron2
OG0001664.intron3	jg4642.t1.intron3	FBtr0211916.intron3	jg3402.t1.intron3	jg14711.t1.intron3	FBtr0077648.intron3
OG0001664.intron4	jg4642.t1.intron4	FBtr0211916.intron4	jg3402.t1.intron4	jg14711.t1.intron4	FBtr0077648.intron4
OG0001664.intron5	jg4642.t1.intron5	FBtr0211916.intron5	jg3402.t1.intron5	jg14711.t1.intron5	FBtr0077648.intron5
OG0001665.intron1	jg4641.t1.intron1	FBtr0348349.intron1	jg3401.t1.intron1	jg14712.t1.intron1	FBtr0077669.intron1
OG0001665.intron2	jg4641.t1.intron2	FBtr0348349.intron2	jg3401.t1.intron2	jg14712.t1.intron2	FBtr0077669.intron2
OG0001665.intron3	jg4641.t1.intron3	FBtr0348349.intron3	jg3401.t1.intron3	jg14712.t1.intron3	FBtr0077669.intron3
OG0001665.intron4	jg4641.t1.intron4	FBtr0348349.intron4	jg3401.t1.intron4	jg14712.t1.intron4	FBtr0077669.intron4
OG0001666.intron1	jg4639.t1.intron2	FBtr0223111.intron1	jg3400.t1.intron4	jg14714.t1.intron1	FBtr0077651.intron1
OG0001666.intron2	jg4639.t1.intron3	FBtr0223111.intron2	jg3400.t1.intron5	jg14714.t1.intron2	FBtr0077651.intron2
OG0001667.intron3	jg4638.t1.intron3	FBtr0351730.intron3	jg3399.t1.intron4	jg14715.t1.intron3	FBtr0300814.intron3
OG0001667.intron4	jg4638.t1.intron4	FBtr0351730.intron4	jg3399.t1.intron5	jg14715.t1.intron4	FBtr0300814.intron4
OG0001667.intron5	jg4638.t1.intron5	FBtr0351730.intron5	jg3399.t1.intron6	jg14715.t1.intron5	FBtr0300814.intron5
OG0001670.intron1	jg4635.t1.intron1	FBtr0222692.intron1	jg3396.t1.intron1	jg14718.t1.intron1	FBtr0077666.intron1
OG0001670.intron2	jg4635.t1.intron2	FBtr0222692.intron2	jg3396.t1.intron2	jg14718.t1.intron2	FBtr0077666.intron2
OG0001671.intron2	jg4634.t1.intron2	FBtr0223113.intron2	jg3395.t1.intron2	jg14719.t1.intron2	FBtr0077655.intron2
OG0001674.intron1	jg4626.t1.intron1	FBtr0222685.intron1	jg3382.t1.intron1	jg14729.t1.intron1	FBtr0077617.intron1
OG0001674.intron2	jg4626.t1.intron2	FBtr0222685.intron2	jg3382.t1.intron2	jg14729.t1.intron2	FBtr0077617.intron2
OG0001675.intron3	jg4622.t1.intron3	FBtr0353266.intron3	jg3379.t1.intron3	jg14732.t1.intron2	FBtr0332372.intron3
OG0001676.intron4	jg4621.t1.intron6	FBtr0223122.intron4	jg3378.t1.intron4	jg14733.t1.intron4	FBtr0077574.intron4
OG0001677.intron1	jg4620.t1.intron1	FBtr0223123.intron1	jg3377.t1.intron1	jg14734.t1.intron1	FBtr0077576.intron1
